FECHA,CCAA,YEAR,MONTH,SIGLAS,CANDIDATURA,VOTOS,PORCENTAJE_VALIDOS,PORCENTAJE_CENSO,PORCENTAJE_CANDIDATURAS
2011_11,NACIONAL,2011,11,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,"7,003,511",0.2876,0.1957,0.2916
2011_11,NACIONAL,2011,11,IU-LV,IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL,"1,686,040",0.0692,0.0471,0.0702
2011_11,NACIONAL,2011,11,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,"1,143,225",0.047,0.032,0.0476
2011_11,NACIONAL,2011,11,CiU,CONVERGÈNCIA I UNIÓ,"1,015,691",0.0417,0.0284,0.0423
2011_11,NACIONAL,2011,11,AMAIUR,AMAIUR,"334,498",0.0137,0.0093,0.0139
2011_11,NACIONAL,2011,11,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,"324,317",0.0133,0.0091,0.0135
2011_11,NACIONAL,2011,11,ESQUERRA,ESQUERRA REPUBLICANA,"256,985",0.0106,0.0072,0.0107
2011_11,NACIONAL,2011,11,EQUO,EQUO,"216,748",0.0089,0.0061,0.009
2011_11,NACIONAL,2011,11,BNG,BLOQUE NACIONALISTA GALEGO,"184,037",0.0076,0.0051,0.0077
2011_11,NACIONAL,2011,11,CC-NC-PNC,COALICIÓN CANARIA-NUEVA CANARIAS,"143,881",0.0059,0.004,0.006
2011_11,NACIONAL,2011,11,COMPROMÍS-Q,BLOC-INICIATIVA-VERDS-EQUO-COALICIÓ COMPROMÍS,"125,306",0.0051,0.0035,0.0052
2011_11,NACIONAL,2011,11,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,"102,144",0.0042,0.0029,0.0043
2011_11,NACIONAL,2011,11,FAC,FORO DE CIUDADANOS,"99,473",0.0041,0.0028,0.0041
2011_11,NACIONAL,2011,11,Eb,ESCAÑOS EN BLANCO,"97,673",0.004,0.0027,0.0041
2011_11,NACIONAL,2011,11,PA,PARTIDO ANDALUCISTA,"76,999",0.0032,0.0022,0.0032
2011_11,NACIONAL,2011,11,PxC,PLATAFORMA PER CATALUNYA,"59,949",0.0025,0.0017,0.0025
2011_11,NACIONAL,2011,11,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,"44,010",0.0018,0.0012,0.0018
2011_11,NACIONAL,2011,11,GBAI,GEROA BAI,"42,415",0.0017,0.0012,0.0018
2011_11,NACIONAL,2011,11,PUM+J,POR UN MUNDO MÁS JUSTO,"27,210",0.0011,0.0008,0.0011
2011_11,NACIONAL,2011,11,P.C.P.E.,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,"26,254",0.0011,0.0007,0.0011
2011_11,NACIONAL,2011,11,ANTICAPITAL,ANTICAPITALISTAS,"22,289",0.0009,0.0006,0.0009
2011_11,NACIONAL,2011,11,PIRATA.CAT,PIRATES DE CATALUNYA,"21,876",0.0009,0.0006,0.0009
2011_11,NACIONAL,2011,11,UCE,UNIFICACIÓN COMUNISTA DE ESPAÑA,"15,869",0.0007,0.0004,0.0007
2011_11,NACIONAL,2011,11,PH,PARTIDO HUMANISTA,"10,132",0.0004,0.0003,0.0004
2011_11,NACIONAL,2011,11,ESPAÑA 2000,ESPAÑA 2000,"9,266",0.0004,0.0003,0.0004
2011_11,NACIONAL,2011,11,SAIn,SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA,"6,863",0.0003,0.0002,0.0003
2011_11,NACIONAL,2011,11,RPS,REPUBLICANOS,"5,430",0.0002,0.0002,0.0002
2011_11,NACIONAL,2011,11,HARTOS.ORG,HARTOS.ORG,"3,820",0.0002,0.0001,0.0002
2011_11,NACIONAL,2011,11,PIRATA,PARTIDO PIRATA,"3,426",0.0001,0.0001,0.0001
2011_11,NACIONAL,2011,11,ANC,ALTERNATIVA NACIONALISTA CANARIA,"3,180",0.0001,0.0001,0.0001
2011_11,NACIONAL,2011,11,FE de las J,FALANGE ESPAÑOLA DE LAS J.O.N.S.,"2,898",0.0001,0.0001,0.0001
2011_11,NACIONAL,2011,11,C.D.L.,CENTRO DEMOCRATICO LIBERAL,"2,848",0.0001,0.0001,0.0001
2011_11,NACIONAL,2011,11,PCAS,PARTIDO CASTELLANO,"2,431",0.0001,0.0001,0.0001
2011_11,NACIONAL,2011,11,UxV,UNITS X VALENCIA,"2,210",0.0001,0.0001,0.0001
2011_11,NACIONAL,2011,11,P-LIB,PARTIDO DE LA LIBERTAD INDIVIDUAL,"2,065",0.0001,0.0001,0.0001
2011_11,NACIONAL,2011,11,PREPAL,PARTIDO REGIONALISTA DEL PAIS LEONES,"2,058",0.0001,0.0001,0.0001
2011_11,NACIONAL,2011,11,POSI,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA,"2,007",0.0001,0.0001,0.0001
2011_11,NACIONAL,2011,11,D.N.,DEMOCRACIA NACIONAL,"1,867",0.0001,0.0001,0.0001
2011_11,NACIONAL,2011,11,PRAO,PARTIDO REGIONALISTA POR ANDALUCIA ORIENTAL,"1,784",0.0001,0,0.0001
2011_11,NACIONAL,2011,11,Caballas,COALICION CABALLAS,"1,712",0.0001,0,0.0001
2011_11,NACIONAL,2011,11,C.XXI,CONVERXENCIA VINTEÚN,"1,443",0.0001,0,0.0001
2011_11,NACIONAL,2011,11,UNIDAD DEL PUEBLO,UNIDAD DEL PUEBLO,"1,138",0,0,0
2011_11,NACIONAL,2011,11,CEx,CONVERGENCIA POR EXTREMADURA,"1,090",0,0,0
2011_11,NACIONAL,2011,11,ANDECHA,ANDECHA ASTUR,"1,087",0,0,0
2011_11,NACIONAL,2011,11,CCD,CIUDADANOS DE CENTRO DEMOCRÁTICO,"1,074",0,0,0
2011_11,NACIONAL,2011,11,ACIMA,ACCION CIUDADANA POR MALAGA,966,0,0,0
2011_11,NACIONAL,2011,11,PFyV,FAMILIA Y VIDA,829,0,0,0
2011_11,NACIONAL,2011,11,+MAS+,MUERTE AL SISTEMA,791,0,0,0
2011_11,NACIONAL,2011,11,U.C.I.T.,UNION DE CIUDADANOS INDEPENDIENTES DE TOLEDO,785,0,0,0
2011_11,NACIONAL,2011,11,DeC,DEMOS EL CAMBIO,778,0,0,0
2011_11,NACIONAL,2011,11,CYD,FORO CENTRO Y DEMOCRACIA,720,0,0,0
2011_11,NACIONAL,2011,11,U.R.C.L.,UNIDAD REGIONALISTA DE CASTILLA Y LEON,709,0,0,0
2011_11,NACIONAL,2011,11,P.R.D.E.,PARTIDO PARA LA REGENERACION DE LA DEMOCRACIA EN E,678,0,0,0
2011_11,NACIONAL,2011,11,INTERNET,PARTIDO DE INTERNET,603,0,0,0
2011_11,NACIONAL,2011,11,PRE-R,PARTIT REPUBLICÀ D'ESQUERRA-REPUBLICANS,419,0,0,0
2011_11,NACIONAL,2011,11,BASTA YA,"BASTA YA, AGRUPACIÓN ABIERTA DE PARTIDOS POLÍTICOS",380,0,0,0
2011_11,NACIONAL,2011,11,PDYC,PARTIDO DEMOCRATICO Y CONSTITUCIONAL,304,0,0,0
2011_11,NACIONAL,2011,11,LV-GV,LOS VERDES-GRUPO VERDE,293,0,0,0
2011_11,NACIONAL,2011,11,H.D.,HIGIENE DEMOCRATICA,206,0,0,0
2011_11,NACIONAL,2011,11,SXT,SOCIALISTAS POR TERUEL,169,0,0,0
2011_11,NACIONAL,2011,11,DNE,DERECHA NAVARRA Y ESPAÑOLA,0,0,0,0
