FECHA,CCAA,YEAR,MONTH,SIGLAS,CANDIDATURA,VOTOS,PORCENTAJE_VALIDOS,PORCENTAJE_CENSO,PORCENTAJE_CANDIDATURAS
1986_06,NACIONAL,1986,6,AC-INC,ASAMBLEA CANARIA-IZQUIERDA NACIONALISTA CANARIA,"36,892",0.0018,0.0013,0.0018
1986_06,NACIONAL,1986,6,LV,LOS VERDES,"31,909",0.0016,0.0011,0.0016
1986_06,NACIONAL,1986,6,AV,LISTA ALTERNATIVA VERDE,"29,567",0.0015,0.001,0.0015
1986_06,NACIONAL,1986,6,VERDE,VERTICE ESPAÑOL REIVINDICACION DESARROLL ECOLOGICO,"28,318",0.0014,0.001,0.0014
1986_06,NACIONAL,1986,6,UPR,UNIDAD POPULAR REPUBLICANA,"27,473",0.0014,0.0009,0.0014
1986_06,NACIONAL,1986,6,BNG,BLOQUE NACIONALISTA GALEGO,"27,049",0.0013,0.0009,0.0013
1986_06,NACIONAL,1986,6,POSI,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA,"21,853",0.0011,0.0008,0.0011
1986_06,NACIONAL,1986,6,EU,EXTREMADURA UNIDA,"16,091",0.0008,0.0006,0.0008
1986_06,NACIONAL,1986,6,PSPA,PARTIDO SOCIALISTA DEL PUEBLO ANDALUZ,"14,999",0.0007,0.0005,0.0007
1986_06,NACIONAL,1986,6,PSM-EN,PSM ESQUERRA NACIONALISTA,"7,539",0.0004,0.0003,0.0004
1986_06,NACIONAL,1986,6,CUN,COALICION DE UNIDAD NACIONAL,"5,209",0.0003,0.0002,0.0003
1986_06,NACIONAL,1986,6,PORE,PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA,"5,126",0.0003,0.0002,0.0003
1986_06,NACIONAL,1986,6,PSDC,PARTIT SOCIALDEMOCRATA DE CATALUNYA,"4,885",0.0002,0.0002,0.0002
1986_06,NACIONAL,1986,6,ADEI,AGRUPACION DE ELECTORES INDEPENDIENTES,"3,857",0.0002,0.0001,0.0002
1986_06,NACIONAL,1986,6,CL,COALICION CONVERGENCIA LEONESISTA,"2,520",0.0001,0.0001,0.0001
1986_06,NACIONAL,1986,6,PREPAL,PARTIDO REGIONALISTA DEL PAIS LEONES,"2,449",0.0001,0.0001,0.0001
1986_06,NACIONAL,1986,6,ENV-URV,ESQUERRA NACIONALISTA VALENCIANA,"2,116",0.0001,0.0001,0.0001
1986_06,NACIONAL,1986,6,LOC,LIGA OBRERA COMUNISTA,"1,952",0.0001,0.0001,0.0001
1986_06,NACIONAL,1986,6,PMCN,PARTIDO MODERADO-CENTRISTAS DE NAVARRA,"1,932",0.0001,0.0001,0.0001
1986_06,NACIONAL,1986,6,CN,CULTURA NATURAL,"1,886",0.0001,0.0001,0.0001
1986_06,NACIONAL,1986,6,PRM,PARTIDO REGIONALISTA MURCIANO,"1,401",0.0001,0,0.0001
1986_06,NACIONAL,1986,6,PED,PARTIDO ESPAÑOL DEMOCRATA,"1,169",0.0001,0,0.0001
1986_06,NACIONAL,1986,6,PANCAL,PARTIDO NACIONALISTA DE CASTILLA Y LEON,"1,047",0.0001,0,0.0001
1986_06,NACIONAL,1986,6,PROV,PARTIDO PROVERISTA,756,0,0,0
1986_06,NACIONAL,1986,6,AE-AIC,"AGRUPACION ELECTORAL""AGRUP INDEPENDIENTE DE CEUTA""",601,0,0,0
1986_06,NACIONAL,1986,6,PAEC,PARTIDO ESPAÑOL CRISTIANO,254,0,0,0
1986_06,NACIONAL,1986,6,EMK,MOVIMIENTO COMUNISTA DE EUSKADI,0,0,0,0
1986_06,NACIONAL,1986,6,LKI,LIGA KOMUNISTA IRAULTZAILEA,0,0,0,0
1989_10,NACIONAL,1989,10,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,"8,115,568",0.396,0.2741,0.3988
1989_10,NACIONAL,1989,10,PP,PARTIDO POPULAR,"5,285,972",0.2579,0.1786,0.2597
1989_10,NACIONAL,1989,10,IU,IZQUIERDA UNIDA,"1,858,588",0.0907,0.0628,0.0913
1989_10,NACIONAL,1989,10,CDS,CENTRO DEMOCRATICO Y SOCIAL,"1,617,716",0.0789,0.0546,0.0795
1989_10,NACIONAL,1989,10,CIU,CONVERGENCIA I UNIO,"1,032,243",0.0504,0.0349,0.0507
1989_10,NACIONAL,1989,10,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,"254,681",0.0124,0.0086,0.0125
1989_10,NACIONAL,1989,10,RUIZ-MATEOS,AGRUPACION RUIZ-MATEOS,"219,883",0.0107,0.0074,0.0108
1989_10,NACIONAL,1989,10,HB,HERRI BATASUNA,"217,278",0.0106,0.0073,0.0107
1989_10,NACIONAL,1989,10,PA,PARTIDO ANDALUCISTA,"212,687",0.0104,0.0072,0.0105
1989_10,NACIONAL,1989,10,LV-LV,LOS VERDES-LISTA VERDE,"157,103",0.0077,0.0053,0.0077
1989_10,NACIONAL,1989,10,UV,UNIO VALENCIANA,"144,924",0.0071,0.0049,0.0071
1989_10,NACIONAL,1989,10,EA,EUSKO ALKARTASUNA,"136,955",0.0067,0.0046,0.0067
1989_10,NACIONAL,1989,10,LVE,LOS VERDES ECOLOGISTAS,"136,335",0.0067,0.0046,0.0067
1989_10,NACIONAL,1989,10,EE,EUSKADIKO EZKERRA,"105,238",0.0051,0.0036,0.0052
1989_10,NACIONAL,1989,10,PTE-UC,PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA,"86,257",0.0042,0.0029,0.0042
1989_10,NACIONAL,1989,10,ERC,ESQUERRA REPUBLICANA DE CATALUNYA,"84,756",0.0041,0.0029,0.0042
1989_10,NACIONAL,1989,10,PST,PARTIDO SOCIALISTA DE LOS TRABAJADORES,"81,218",0.004,0.0027,0.004
1989_10,NACIONAL,1989,10,PAR,PARTIDO ARAGONES REGIONALISTA,"71,733",0.0035,0.0024,0.0035
1989_10,NACIONAL,1989,10,AIC,AGRUPACIONES INDEPENDIENTES DE CANARIAS,"64,767",0.0032,0.0022,0.0032
1989_10,NACIONAL,1989,10,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,"62,664",0.0031,0.0021,0.0031
1989_10,NACIONAL,1989,10,BNG,BLOQUE NACIONALISTA GALEGO,"47,763",0.0023,0.0016,0.0023
1989_10,NACIONAL,1989,10,CG,COALICION GALEGA,"45,821",0.0022,0.0015,0.0023
1989_10,NACIONAL,1989,10,UPV,UNITAT DEL POBLE VALENCIA,"40,767",0.002,0.0014,0.002
1989_10,NACIONAL,1989,10,PSG-EG,PARTIDO SOCIALISTA GALEGO-ESQUERDA GALEGA,"34,131",0.0017,0.0012,0.0017
1989_10,NACIONAL,1989,10,AV-MEC,ALTERNATIVA VERDA-MOVIMENT ECOLOG. DE CATALUNYA,"25,978",0.0013,0.0009,0.0013
1989_10,NACIONAL,1989,10,FE-JONS,FALANGE ESPAÑOLA DE LAS J.O.N.S.,"24,025",0.0012,0.0008,0.0012
1989_10,NACIONAL,1989,10,ACN,ASAMBLEA CANARIA NACIONALISTA,"21,539",0.0011,0.0007,0.0011
1989_10,NACIONAL,1989,10,VERDE,VERTICE ESPAÑOL REIVINDICAC. DESARROLLO ECOLOGICO,"21,235",0.001,0.0007,0.001
1989_10,NACIONAL,1989,10,CSD,COALICION SOCIALDEMOCRATA,"17,095",0.0008,0.0006,0.0008
1989_10,NACIONAL,1989,10,PH,PARTIDO HUMANISTA,"15,936",0.0008,0.0005,0.0008
1989_10,NACIONAL,1989,10,PNG-PG,PARTIDO NACIONALISTA GALEGO-PARTIDO GALEGUISTA,"14,411",0.0007,0.0005,0.0007
1989_10,NACIONAL,1989,10,AR,ALIANZA POR LA REPUBLICA,"12,807",0.0006,0.0004,0.0006
1989_10,NACIONAL,1989,10,EX.U.,EXTREMADURA UNIDA,"10,984",0.0005,0.0004,0.0005
1989_10,NACIONAL,1989,10,PSM-ENE,COALICION ELECTORAL ESQUERRA NACIONALISTA,"7,989",0.0004,0.0003,0.0004
1989_10,NACIONAL,1989,10,PORE,PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA,"7,906",0.0004,0.0003,0.0004
1989_10,NACIONAL,1989,10,IGC,INDEPENDIENTES DE GRAN CANARIA,"6,371",0.0003,0.0002,0.0003
1989_10,NACIONAL,1989,10,PAS,PARTIU ASTURIANISTA,"5,414",0.0003,0.0002,0.0003
1989_10,NACIONAL,1989,10,PED,UNIDAD CENTRISTA-P.E.D.,"4,942",0.0002,0.0002,0.0002
1989_10,NACIONAL,1989,10,FPG,FRENTE POPULAR GALEGA,"3,657",0.0002,0.0001,0.0002
1989_10,NACIONAL,1989,10,PAM,PARTIDO REGIONAL DE MADRID,"3,396",0.0002,0.0001,0.0002
1989_10,NACIONAL,1989,10,GRM,GRUPO DE RADICALES EN MADRID,"3,330",0.0002,0.0001,0.0002
1989_10,NACIONAL,1989,10,UNA,UNIDA NACIONALISTA ASTURIANA,"3,218",0.0002,0.0001,0.0002
1989_10,NACIONAL,1989,10,UA-CH.A,UNION ARAGONESISTA-CHUNTA ARAGONESISTA,"3,156",0.0002,0.0001,0.0002
1989_10,NACIONAL,1989,10,ENV-URV,ESQUERRA NACIONALISTA VALENCIANA - URV,"2,988",0.0001,0.0001,0.0001
1989_10,NACIONAL,1989,10,PREPAL,PARTIDO REGIONALISTA DEL PAIS LEONES,"2,962",0.0001,0.0001,0.0001
1989_10,NACIONAL,1989,10,UB,UNIO BALEAR,"2,883",0.0001,0.0001,0.0001
1989_10,NACIONAL,1989,10,CEU,PARTIDO CEUTA UNIDA,"2,760",0.0001,0.0001,0.0001
1989_10,NACIONAL,1989,10,SEV,SIETE ESTRELLAS VERDES,"1,411",0.0001,0,0.0001
1989_10,NACIONAL,1989,10,MV,MOVIMIENTO VERDE,"1,368",0.0001,0,0.0001
1989_10,NACIONAL,1989,10,ACI,AGRUPACION CIUDADANA INDEPENDIENTE,"1,359",0.0001,0,0.0001
1989_10,NACIONAL,1989,10,PANCAL,PARTIDO NACIONALISTA DE CASTILLA Y LEON,"1,199",0.0001,0,0.0001
1989_10,NACIONAL,1989,10,COA,COALICION ALICANTINISTA ALICANTON,"1,041",0.0001,0,0.0001
1989_10,NACIONAL,1989,10,ARDE,ACCION REPUBLICANA DEMOCRATICA ESPAÑOLA,975,0,0,0
1989_10,NACIONAL,1989,10,PEE-(LV),PARTIDO ECOLOGISTA DE EUSKADI (LISTA VERDE),931,0,0,0
1989_10,NACIONAL,1989,10,R. X C.,RADICALES POR CANTABRIA,904,0,0,0
1989_10,NACIONAL,1989,10,FE (I),FALANGE ESPAÑOLA INDEPENDIENTE,827,0,0,0
1989_10,NACIONAL,1989,10,TAGOROR,TAGOROR O ASAMBLEA CONEJERA DE LANZAROTE,472,0,0,0
1989_10,NACIONAL,1989,10,PRGU,PARTIDO REGIONALISTA DE GUADALAJARA,426,0,0,0
1989_10,NACIONAL,1989,10,PRB,PARTIDO RADICAL BALEAR,398,0,0,0
1989_10,NACIONAL,1989,10,PNEM,PARTIDO NACIONALISTA ESPAÑOL DE MELILLA,301,0,0,0
1989_10,NACIONAL,1989,10,P.PR.,PARTIDO PROVERISTA,245,0,0,0
1989_10,NACIONAL,1989,10,PCE-(M.L.),PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA),0,0,0,0
1989_10,NACIONAL,1989,10,LKI-EMK,COALICION ELECTORAL LKI-EMK,0,0,0,0
1993_06,NACIONAL,1993,6,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,"9,150,083",0.3878,0.2949,0.391
1993_06,NACIONAL,1993,6,PP,PARTIDO POPULAR,"8,201,463",0.3476,0.2643,0.3504
1993_06,NACIONAL,1993,6,IU,IZQUIERDA UNIDA,"2,253,722",0.0955,0.0726,0.0963
1993_06,NACIONAL,1993,6,CIU,CONVERGENCIA I UNIO,"1,165,783",0.0494,0.0376,0.0498
1993_06,NACIONAL,1993,6,CDS,CENTRO DEMOCRATICO Y SOCIAL,"414,740",0.0176,0.0134,0.0177
1993_06,NACIONAL,1993,6,EAJ-PNV,EUSKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,"291,448",0.0124,0.0094,0.0125
1993_06,NACIONAL,1993,6,CC,COALICION CANARIA,"207,077",0.0088,0.0067,0.0088
1993_06,NACIONAL,1993,6,HB,HERRI BATASUNA,"206,876",0.0088,0.0067,0.0088
1993_06,NACIONAL,1993,6,ERC,ESQUERRA REPUBLICANA DE CATALUNYA,"189,632",0.008,0.0061,0.0081
1993_06,NACIONAL,1993,6,VERDES,LOS VERDES,"185,940",0.0079,0.006,0.0079
1993_06,NACIONAL,1993,6,PAR,PARTIDO ARAGONES,"144,544",0.0061,0.0047,0.0062
1993_06,NACIONAL,1993,6,EA-EUE,COALICION EUSKO ALKARTASUNA-EUSKAL EZKERRA,"129,293",0.0055,0.0042,0.0055
1993_06,NACIONAL,1993,6,BNG,BLOQUE NACIONALISTA GALEGO,"126,965",0.0054,0.0041,0.0054
1993_06,NACIONAL,1993,6,UV,UNIO VALENCIANA,"112,341",0.0048,0.0036,0.0048
1993_06,NACIONAL,1993,6,PA,PARTIDO ANDALUCISTA,"96,513",0.0041,0.0031,0.0041
1993_06,NACIONAL,1993,6,LE,LOS ECOLOGISTAS,"68,851",0.0029,0.0022,0.0029
1993_06,NACIONAL,1993,6,ARM-ADE,AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA,"54,518",0.0023,0.0018,0.0023
1993_06,NACIONAL,1993,6,PAP,PARTIDO ANDALUZ DE PROGRESO,"43,169",0.0018,0.0014,0.0018
1993_06,NACIONAL,1993,6,UPV,UNITAT DEL POBLE VALENCIA,"41,052",0.0017,0.0013,0.0018
1993_06,NACIONAL,1993,6,PST,PARTIDO SOCIALISTA DE LOS TRABAJADORES,"30,068",0.0013,0.001,0.0013
1993_06,NACIONAL,1993,6,UPCA,UNION PARA EL PROGRESO DE CANTABRIA,"27,005",0.0011,0.0009,0.0012
1993_06,NACIONAL,1993,6,PSM-ENE,PSM-ENE NACIONALISTES DE LES ILLES BALEARS,"20,118",0.0009,0.0006,0.0009
1993_06,NACIONAL,1993,6,PRC,PARTIDO REGIONALISTA DE CANTABRIA,"18,608",0.0008,0.0006,0.0008
1993_06,NACIONAL,1993,6,UA,UNIDAD ALAVESA,"16,623",0.0007,0.0005,0.0007
1993_06,NACIONAL,1993,6,GIL,GRUPO INDEPENDIENTE LIBERAL,"16,452",0.0007,0.0005,0.0007
1993_06,NACIONAL,1993,6,PGC,PARTIDO DE GRAN CANARIA,"15,246",0.0006,0.0005,0.0007
1993_06,NACIONAL,1993,6,UPL,UNION DEL PUEBLO LEONES,"13,097",0.0006,0.0004,0.0006
1993_06,NACIONAL,1993,6,PLN,PARTIDO DE LA LEY NATURAL,"11,392",0.0005,0.0004,0.0005
1993_06,NACIONAL,1993,6,PAS,PARTIU ASTURIANISTA,"11,088",0.0005,0.0004,0.0005
1993_06,NACIONAL,1993,6,E U,EXTREMADURA UNIDA,"10,653",0.0005,0.0003,0.0005
1993_06,NACIONAL,1993,6,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,"10,233",0.0004,0.0003,0.0004
1993_06,NACIONAL,1993,6,UMMP,"UNIO MALLORQUINA, MENORQUINA I PITIUSA","10,053",0.0004,0.0003,0.0004
1993_06,NACIONAL,1993,6,PEC-VERDE,PARTIT ECOLOGISTA DE CATALUNYA,"9,249",0.0004,0.0003,0.0004
1993_06,NACIONAL,1993,6,PH,PARTIDO HUMANISTA,"8,834",0.0004,0.0003,0.0004
1993_06,NACIONAL,1993,6,POR,PARTIDO OBRERO REVOLUCIONARIO,"8,667",0.0004,0.0003,0.0004
1993_06,NACIONAL,1993,6,FE-JONS,FALANGE ESPAÑOLA DE LAS J.O.N.S.,"8,000",0.0003,0.0003,0.0003
1993_06,NACIONAL,1993,6,NPS,COALICION POR UN NUEVO PARTIDO SOCIALISTA,"7,991",0.0003,0.0003,0.0003
1993_06,NACIONAL,1993,6,P. RIOJANO,PARTIDO RIOJANO,"7,532",0.0003,0.0002,0.0003
1993_06,NACIONAL,1993,6,CHA,CHUNTA ARAGONESISTA,"6,344",0.0003,0.0002,0.0003
1993_06,NACIONAL,1993,6,CNG,CONVERXENCIA NACIONALISTA GALEGA,"4,663",0.0002,0.0002,0.0002
1993_06,NACIONAL,1993,6,TC-PNC,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO,"4,647",0.0002,0.0001,0.0002
1993_06,NACIONAL,1993,6,AG,ALTERNATIVA GALEGA,"3,286",0.0001,0.0001,0.0001
1993_06,NACIONAL,1993,6,ARDE,A.R.D.E. FEDERACION REPUBLICANA,"3,063",0.0001,0.0001,0.0001
1993_06,NACIONAL,1993,6,URCL,UNIDAD REGIONALISTA DE CASTILLA Y LEON,"2,715",0.0001,0.0001,0.0001
1993_06,NACIONAL,1993,6,PB,PARTIDO DE EL BIERZO,"2,681",0.0001,0.0001,0.0001
1993_06,NACIONAL,1993,6,PREX,PARTIDO REGIONALISTA EXTREMEÑO,"2,086",0.0001,0.0001,0.0001
1993_06,NACIONAL,1993,6,SEES,SALUD Y ECOLOGIA EN SOLIDARIDAD,"1,959",0.0001,0.0001,0.0001
1993_06,NACIONAL,1993,6,PRIM,PARTIDO REGIONAL INDEPENDIENTE MADRILEÑO,"1,917",0.0001,0.0001,0.0001
1993_06,NACIONAL,1993,6,ENV,ESQUERRA NACIONALISTA VALENCIANA,"1,517",0.0001,0,0.0001
1993_06,NACIONAL,1993,6,FE (I),FALANGE ESPAÑOLA INDEPENDIENTE,"1,415",0.0001,0,0.0001
1993_06,NACIONAL,1993,6,APP,AGRUPACION PALENTINA POPULAR,"1,410",0.0001,0,0.0001
1993_06,NACIONAL,1993,6,ARCOIRIS,ARCOIRIS,"1,407",0.0001,0,0.0001
1993_06,NACIONAL,1993,6,PVPA,LOS VERDES DEL PAIS ALICANTINO,"1,375",0.0001,0,0.0001
1993_06,NACIONAL,1993,6,PC,PARTIDO CANTONALISTA,"1,300",0.0001,0,0.0001
1993_06,NACIONAL,1993,6,PREPAL,PARTIDO REGIONALISTA DEL PAIS LEONES,"1,193",0.0001,0,0.0001
1993_06,NACIONAL,1993,6,MCE,MOVIMIENTO CATOLICO ESPAÑOL,"1,178",0,0,0.0001
1993_06,NACIONAL,1993,6,ATF,ASAMBLEA TINERFEÑA,"1,159",0,0,0
1993_06,NACIONAL,1993,6,PSPC,PARTIDO SOCIALISTA DEL PUEBLO DE CEUTA,"1,155",0,0,0
1993_06,NACIONAL,1993,6,AIGRANC,PARTIDO AGRUPACION INSULAR DE GRAN CANARIA,"1,009",0,0,0
1993_06,NACIONAL,1993,6,UC,UNION CASTELLANISTA,949,0,0,0
1993_06,NACIONAL,1993,6,AA,ANDECHA ASTUR,787,0,0,0
1993_06,NACIONAL,1993,6,FE (A),FALANGE ESPAÑOLA AUTENTICA,747,0,0,0
1993_06,NACIONAL,1993,6,UNI.D.A,UNION DEMOCRATICA ALICANTINA,715,0,0,0
1993_06,NACIONAL,1993,6,FPE,FRENTE PROGRESISTA DE ESPAÑA,641,0,0,0
1993_06,NACIONAL,1993,6,UDLA,UNION DE AUTONOMIAS,594,0,0,0
1993_06,NACIONAL,1993,6,OS,OCTUBRE SOCIALISTA,540,0,0,0
1993_06,NACIONAL,1993,6,CONCEYU,CONCEYU INDEPENDIENTE D'ASTURIES,528,0,0,0
1993_06,NACIONAL,1993,6,PIAP,PARTIDO DE INTEGRACION POR ALMERIA Y SUS PUEBLOS,466,0,0,0
1993_06,NACIONAL,1993,6,ABE,ALTERNATIVA BALEAR ESPAÑOLA,416,0,0,0
1993_06,NACIONAL,1993,6,PITRCG,PART. POLITICO INDEPENDIENTE TOLERANTE REFERENDATA,408,0,0,0
1993_06,NACIONAL,1993,6,LG,LA GENTE,385,0,0,0
1993_06,NACIONAL,1993,6,PNC,PARTIDO NACIONALISTA CANTABRO,383,0,0,0
1993_06,NACIONAL,1993,6,IF,INDEPENDIENTES FEDERADOS DE ARAGON,303,0,0,0
1993_06,NACIONAL,1993,6,PRB,PARTIDO RADICAL BALEAR,282,0,0,0
1993_06,NACIONAL,1993,6,P. TAGOROR,PARTIDO TAGOROR,278,0,0,0
1993_06,NACIONAL,1993,6,PRGU,PARTIDO REGIONALISTA DE GUADALAJARA,267,0,0,0
1993_06,NACIONAL,1993,6,MCES,MONARQUIA CRISTIANA ESPAÑOLA SOCIALDEMOCRATA,244,0,0,0
1993_06,NACIONAL,1993,6,US,UNION PROGRESISTA SORIANA,98,0,0,0
1993_06,NACIONAL,1993,6,PANCAL,PARTIDO NACIONALISTA DE CASTILLA Y LEON,70,0,0,0
1993_06,NACIONAL,1993,6,INCE,INICIATIVA POR CEUTA,42,0,0,0
1993_06,NACIONAL,1993,6,CCL,COALICION POR CANARIAS LIBRE,0,0,0,0
1993_06,NACIONAL,1993,6,PED,UNIDAD CENTRISTA-PARTIDO ESPAÑOL DEMOCRATICO,0,0,0,0
1993_06,NACIONAL,1993,6,UCE,UNIFICACION COMUNISTA DE ESPAÑA,0,0,0,0
1993_06,NACIONAL,1993,6,FREIXES,GRUPO INDEPENDIENTE FREIXES,0,0,0,0
1996_03,NACIONAL,1996,3,PP,PARTIDO POPULAR,"9,716,006",0.3879,0.2987,0.3917
1996_03,NACIONAL,1996,3,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,"9,425,678",0.3763,0.2897,0.38
1996_03,NACIONAL,1996,3,IU,IZQUIERDA UNIDA,"2,639,774",0.1054,0.0811,0.1064
1996_03,NACIONAL,1996,3,CIU,CONVERGENCIA I UNIO,"1,151,633",0.046,0.0354,0.0464
1996_03,NACIONAL,1996,3,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,"318,951",0.0127,0.0098,0.0129
1996_03,NACIONAL,1996,3,CC,COALICION CANARIA,"220,418",0.0088,0.0068,0.0089
1996_03,NACIONAL,1996,3,BNG,BLOQUE NACIONALISTA GALEGO,"220,147",0.0088,0.0068,0.0089
1996_03,NACIONAL,1996,3,HB,HERRI BATASUNA,"181,304",0.0072,0.0056,0.0073
1996_03,NACIONAL,1996,3,ERC,ESQUERRA REPUBLICANA DE CATALUNYA,"167,641",0.0067,0.0052,0.0068
1996_03,NACIONAL,1996,3,PA,PARTIDO ANDALUCISTA,"134,800",0.0054,0.0041,0.0054
1996_03,NACIONAL,1996,3,EA,EUSKO ALKARTASUNA,"115,861",0.0046,0.0036,0.0047
1996_03,NACIONAL,1996,3,UV,UNIO VALENCIANA,"91,575",0.0037,0.0028,0.0037
1996_03,NACIONAL,1996,3,LVE,LOS VERDES EUROPEOS,"61,689",0.0025,0.0019,0.0025
1996_03,NACIONAL,1996,3,CHA,CHUNTA ARAGONESISTA,"49,739",0.002,0.0015,0.002
1996_03,NACIONAL,1996,3,UC,UNION CENTRISTA,"44,771",0.0018,0.0014,0.0018
1996_03,NACIONAL,1996,3,UPV-BN,UNITAT DEL POBLE VALENCIA-BLOC NACIONALISTA,"26,777",0.0011,0.0008,0.0011
1996_03,NACIONAL,1996,3,PSM-ENE,COALICION ELECTORAL PSM-ENE,"24,644",0.001,0.0008,0.001
1996_03,NACIONAL,1996,3,LV-GV,LOS VERDES-GRUPO VERDE,"17,177",0.0007,0.0005,0.0007
1996_03,NACIONAL,1996,3,CDN,CONVERGENCIA DEMOCRATAS DE NAVARRA,"17,020",0.0007,0.0005,0.0007
1996_03,NACIONAL,1996,3,PRT,PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES,"14,854",0.0006,0.0005,0.0006
1996_03,NACIONAL,1996,3,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,"14,513",0.0006,0.0004,0.0006
1996_03,NACIONAL,1996,3,PH,PARTIDO HUMANISTA,"13,482",0.0005,0.0004,0.0005
1996_03,NACIONAL,1996,3,PAS,PARTIU ASTURIANISTA,"12,213",0.0005,0.0004,0.0005
1996_03,NACIONAL,1996,3,FEA,FALANGE ESPAÑOLA AUTENTICA,"12,114",0.0005,0.0004,0.0005
1996_03,NACIONAL,1996,3,UPL,UNION DEL PUEBLO LEONES,"12,049",0.0005,0.0004,0.0005
1996_03,NACIONAL,1996,3,ICV-GORORDO,INIC.CIUDADANA VASCA/EUSKAL HURITARREN EGITEKOAK,"11,833",0.0005,0.0004,0.0005
1996_03,NACIONAL,1996,3,LV,LOS VERDES DE MADRID,"8,483",0.0003,0.0003,0.0003
1996_03,NACIONAL,1996,3,CEX,COALICION EXTREMEÑA,"7,312",0.0003,0.0002,0.0003
1996_03,NACIONAL,1996,3,UM,UNIO MALLORQUINA,"6,943",0.0003,0.0002,0.0003
1996_03,NACIONAL,1996,3,TC-PNC,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO,"6,206",0.0002,0.0002,0.0003
1996_03,NACIONAL,1996,3,P.RIOJANO,PARTIDO RIOJANO,"6,065",0.0002,0.0002,0.0002
1996_03,NACIONAL,1996,3,PEC,PARTIT ECOLOGISTA DE CATALUNYA,"4,305",0.0002,0.0001,0.0002
1996_03,NACIONAL,1996,3,URCL,UNIDAD REGIONALISTA DE CASTILLA Y LEON,"4,061",0.0002,0.0001,0.0002
1996_03,NACIONAL,1996,3,NA,NACION ANDALUZA,"3,505",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,AUN,ALIANZA POR LA UNIDAD NACIONAL,"3,397",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,PREPAL,"SALAMANCA, ZAMORA, LEON","2,762",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,SOS,SOS NATURALEZA,"2,753",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,CR,COALICION REPUBLICANA,"2,744",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,FREPIC,FRENTE POPULAR POR LA INDEPENDENCIA DE CANARIAS,"2,567",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,PSPC,PARTIDO SOCIALISTA DEL PUEBLO DE CEUTA,"2,365",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,PRCM,PARTIDO REGIONALISTA DE CASTILLA-LA MANCHA,"2,279",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,FPG,FRENTE POPULAR GALEGA,"2,065",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,SIEX,SOCIALISTAS INDEPENDIENTES DE EXTREMADURA,"1,678",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,PRIM,PARTIDO REGIONAL INDEPENDIENTE MADRILEÑO,"1,671",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,PRV,PARTIDO ROJI-VERDE,"1,656",0.0001,0.0001,0.0001
1996_03,NACIONAL,1996,3,FEI,FALANGE ESPAÑOLA INDEPENDIENTE,"1,550",0.0001,0,0.0001
1996_03,NACIONAL,1996,3,NR,NUEVA REGION,"1,452",0.0001,0,0.0001
1996_03,NACIONAL,1996,3,PICC,PLATAFORMA INDEPENDENT CIUTADANA DE CATALUNYA,"1,229",0,0,0
1996_03,NACIONAL,1996,3,ENV,ESQUERRA NACIONALISTA VALENCIANA,"1,023",0,0,0
1996_03,NACIONAL,1996,3,PB,PARTIDO DE EL BIERZO,"1,000",0,0,0
1996_03,NACIONAL,1996,3,PCN,PARTIDO CANARIO NACIONALISTA,722,0,0,0
1996_03,NACIONAL,1996,3,UPRA,UNION PROVINCIAL ALICANTINA,651,0,0,0
1996_03,NACIONAL,1996,3,UAD,UNIDAD ANDALUZA DEMOCRATICA,627,0,0,0
